r [um],n,q,q2
4.200000, 1.489311, 0.294400, 2.224618
4.300000, 1.488887, 0.260400, 2.223338
4.400000, 1.488452, 0.225600, 2.222026
4.500000, 1.488008, 0.190000, 2.220685
4.600000, 1.487553, 0.153600, 2.219314
4.700000, 1.487089, 0.116400, 2.217912
4.800000, 1.486614, 0.078400, 2.216481
4.900000, 1.486129, 0.039600, 2.215019
5.000000, 1.485634, 0.000000, 2.213527
0.000000, 1.498088, 1.000000, 2.251214
0.100000, 1.498083, 0.999600, 2.251199
0.200000, 1.498068, 0.998400, 2.251154
0.300000, 1.498044, 0.996400, 2.251078
0.400000, 1.498009, 0.993600, 2.250973
0.500000, 1.497964, 0.990000, 2.250837
0.600000, 1.497910, 0.985600, 2.250671
0.700000, 1.497845, 0.980400, 2.250475
0.800000, 1.497771, 0.974400, 2.250249
0.900000, 1.497686, 0.967600, 2.249993
1.000000, 1.497592, 0.960000, 2.249707
1.100000, 1.497488, 0.951600, 2.249390
1.200000, 1.497374, 0.942400, 2.249044
1.300000, 1.497250, 0.932400, 2.248667
1.400000, 1.497116, 0.921600, 2.248260
1.500000, 1.496972, 0.910000, 2.247823
1.600000, 1.496818, 0.897600, 2.247356
1.700000, 1.496654, 0.884400, 2.246858
1.800000, 1.496480, 0.870400, 2.246331
1.900000, 1.496296, 0.855600, 2.245773
2.000000, 1.496103, 0.840000, 2.245185
2.100000, 1.495899, 0.823600, 2.244567
2.200000, 1.495685, 0.806400, 2.243919
2.300000, 1.495462, 0.788400, 2.243241
2.400000, 1.495228, 0.769600, 2.242533
2.500000, 1.494985, 0.750000, 2.241794
2.600000, 1.494731, 0.729600, 2.241026
2.700000, 1.494467, 0.708400, 2.240227
2.800000, 1.494194, 0.686400, 2.239398
2.900000, 1.493910, 0.663600, 2.238539
3.000000, 1.493617, 0.640000, 2.237650
3.100000, 1.493313, 0.615600, 2.236730
3.200000, 1.493000, 0.590400, 2.235781
3.300000, 1.492676, 0.564400, 2.234801
3.400000, 1.492343, 0.537600, 2.233792
3.500000, 1.491999, 0.510000, 2.232752
3.600000, 1.491645, 0.481600, 2.231682
3.700000, 1.491282, 0.452400, 2.230581
3.800000, 1.490908, 0.422400, 2.229451
3.900000, 1.490524, 0.391600, 2.228291
4.000000, 1.490130, 0.360000, 2.227100
4.100000, 1.489726, 0.327600, 2.225879
4.200000, 1.489312, 0.294400, 2.224629
4.300000, 1.488888, 0.260400, 2.223348
4.400000, 1.488453, 0.225600, 2.222036
4.500000, 1.488009, 0.190000, 2.220695
4.600000, 1.487554, 0.153600, 2.219324
4.700000, 1.487090, 0.116400, 2.217922
4.800000, 1.486615, 0.078400, 2.216491
4.900000, 1.486130, 0.039600, 2.215029
5.000000, 1.485635, 0.000000, 2.213537
0.000000, 1.498089, 1.000000, 2.251225
0.100000, 1.498084, 0.999600, 2.251210
0.200000, 1.498069, 0.998400, 2.251165
0.300000, 1.498044, 0.996400, 2.251090
0.400000, 1.498010, 0.993600, 2.250984
0.500000, 1.497965, 0.990000, 2.250848
0.600000, 1.497910, 0.985600, 2.250683
0.700000, 1.497846, 0.980400, 2.250487
0.800000, 1.497772, 0.974400, 2.250261
0.900000, 1.497687, 0.967600, 2.250004
1.000000, 1.497593, 0.960000, 2.249718
1.100000, 1.497489, 0.951600, 2.249402
1.200000, 1.497375, 0.942400, 2.249055
1.300000, 1.497250, 0.932400, 2.248678
1.400000, 1.497116, 0.921600, 2.248271
1.500000, 1.496973, 0.910000, 2.247834
1.600000, 1.496819, 0.897600, 2.247367
1.700000, 1.496655, 0.884400, 2.246869
1.800000, 1.496481, 0.870400, 2.246342
1.900000, 1.496297, 0.855600, 2.245784
2.000000, 1.496103, 0.840000, 2.245196
2.100000, 1.495900, 0.823600, 2.244578
2.200000, 1.495686, 0.806400, 2.243930
2.300000, 1.495463, 0.788400, 2.243252
2.400000, 1.495229, 0.769600, 2.242544
2.500000, 1.494985, 0.750000, 2.241805
2.600000, 1.494732, 0.729600, 2.241037
2.700000, 1.494468, 0.708400, 2.240238
2.800000, 1.494195, 0.686400, 2.239409
2.900000, 1.493911, 0.663600, 2.238550
3.000000, 1.493618, 0.640000, 2.237660
3.100000, 1.493314, 0.615600, 2.236741
3.200000, 1.493001, 0.590400, 2.235792
3.300000, 1.492677, 0.564400, 2.234812
3.400000, 1.492343, 0.537600, 2.233802
3.500000, 1.492000, 0.510000, 2.232762
3.600000, 1.491646, 0.481600, 2.231692
3.700000, 1.491282, 0.452400, 2.230592
3.800000, 1.490909, 0.422400, 2.229462
3.900000, 1.490525, 0.391600, 2.228301
4.000000, 1.490131, 0.360000, 2.227110
4.100000, 1.489727, 0.327600, 2.225890
4.200000, 1.489313, 0.294400, 2.224639
4.300000, 1.488888, 0.260400, 2.223358
4.400000, 1.488454, 0.225600, 2.222046
4.500000, 1.488010, 0.190000, 2.220705
4.600000, 1.487555, 0.153600, 2.219334
4.700000, 1.487090, 0.116400, 2.217932
4.800000, 1.486616, 0.078400, 2.216500
4.900000, 1.486131, 0.039600, 2.215038
5.000000, 1.485635, 0.000000, 2.213546
0.000000, 1.498090, 1.000000, 2.251237
0.100000, 1.498085, 0.999600, 2.251222
0.200000, 1.498070, 0.998400, 2.251176
0.300000, 1.498045, 0.996400, 2.251101
0.400000, 1.498011, 0.993600, 2.250996
0.500000, 1.497966, 0.990000, 2.250860
0.600000, 1.497911, 0.985600, 2.250694
0.700000, 1.497847, 0.980400, 2.250498
0.800000, 1.497772, 0.974400, 2.250272
0.900000, 1.497688, 0.967600, 2.250016
1.000000, 1.497594, 0.960000, 2.249729
1.100000, 1.497490, 0.951600, 2.249413
1.200000, 1.497375, 0.942400, 2.249066
1.300000, 1.497251, 0.932400, 2.248689
1.400000, 1.497117, 0.921600, 2.248282
1.500000, 1.496973, 0.910000, 2.247845
1.600000, 1.496819, 0.897600, 2.247378
1.700000, 1.496656, 0.884400, 2.246881
1.800000, 1.496482, 0.870400, 2.246353
1.900000, 1.496298, 0.855600, 2.245795
2.000000, 1.496104, 0.840000, 2.245208
2.100000, 1.495901, 0.823600, 2.244590
2.200000, 1.495687, 0.806400, 2.243941
2.300000, 1.495463, 0.788400, 2.243263
2.400000, 1.495230, 0.769600, 2.242555
2.500000, 1.494986, 0.750000, 2.241816
2.600000, 1.494733, 0.729600, 2.241048
2.700000, 1.494469, 0.708400, 2.240249
2.800000, 1.494196, 0.686400, 2.239420
2.900000, 1.493912, 0.663600, 2.238561
3.000000, 1.493619, 0.640000, 2.237671
3.100000, 1.493315, 0.615600, 2.236752
3.200000, 1.493001, 0.590400, 2.235802
3.300000, 1.492678, 0.564400, 2.234823
3.400000, 1.492344, 0.537600, 2.233813
3.500000, 1.492001, 0.510000, 2.232773
3.600000, 1.491647, 0.481600, 2.231703
3.700000, 1.491283, 0.452400, 2.230602
3.800000, 1.490909, 0.422400, 2.229472
3.900000, 1.490525, 0.391600, 2.228311
4.000000, 1.490132, 0.360000, 2.227121
4.100000, 1.489728, 0.327600, 2.225900
4.200000, 1.489313, 0.294400, 2.224649
4.300000, 1.488889, 0.260400, 2.223368
4.400000, 1.488455, 0.225600, 2.222056
4.500000, 1.488010, 0.190000, 2.220715
4.600000, 1.487556, 0.153600, 2.219343
4.700000, 1.487091, 0.116400, 2.217942
4.800000, 1.486616, 0.078400, 2.216510
4.900000, 1.486131, 0.039600, 2.215048
5.000000, 1.485636, 0.000000, 2.213556
0.000000, 1.498091, 1.000000, 2.251248
0.100000, 1.498086, 0.999600, 2.251233
0.200000, 1.498071, 0.998400, 2.251188
0.300000, 1.498046, 0.996400, 2.251113
0.400000, 1.498011, 0.993600, 2.251007
0.500000, 1.497967, 0.990000, 2.250871
0.600000, 1.497912, 0.985600, 2.250706
0.700000, 1.497848, 0.980400, 2.250510
0.800000, 1.497773, 0.974400, 2.250283
0.900000, 1.497689, 0.967600, 2.250027
1.000000, 1.497595, 0.960000, 2.249741
1.100000, 1.497490, 0.951600, 2.249424
1.200000, 1.497376, 0.942400, 2.249078
1.300000, 1.497252, 0.932400, 2.248701
1.400000, 1.497118, 0.921600, 2.248294
1.500000, 1.496974, 0.910000, 2.247857
1.600000, 1.496820, 0.897600, 2.247389
1.700000, 1.496656, 0.884400, 2.246892
1.800000, 1.496483, 0.870400, 2.246364
1.900000, 1.496299, 0.855600, 2.245807
2.000000, 1.496105, 0.840000, 2.245219
2.100000, 1.495901, 0.823600, 2.244601
2.200000, 1.495688, 0.806400, 2.243953
2.300000, 1.495464, 0.788400, 2.243274
2.400000, 1.495231, 0.769600, 2.242566
2.500000, 1.494987, 0.750000, 2.241827
2.600000, 1.494734, 0.729600, 2.241058
2.700000, 1.494470, 0.708400, 2.240260
2.800000, 1.494196, 0.686400, 2.239431
2.900000, 1.493913, 0.663600, 2.238571
3.000000, 1.493619, 0.640000, 2.237682
3.100000, 1.493316, 0.615600, 2.236763
3.200000, 1.493002, 0.590400, 2.235813
3.300000, 1.492679, 0.564400, 2.234833
3.400000, 1.492345, 0.537600, 2.233823
3.500000, 1.492001, 0.510000, 2.232783
3.600000, 1.491648, 0.481600, 2.231713
3.700000, 1.491284, 0.452400, 2.230613
3.800000, 1.490910, 0.422400, 2.229482
3.900000, 1.490526, 0.391600, 2.228322
4.000000, 1.490132, 0.360000, 2.227131
4.100000, 1.489728, 0.327600, 2.225910
4.200000, 1.489314, 0.294400, 2.224659
4.300000, 1.488890, 0.260400, 2.223378
4.400000, 1.488456, 0.225600, 2.222066
4.500000, 1.488011, 0.190000, 2.220725
4.600000, 1.487557, 0.153600, 2.219353
4.700000, 1.487092, 0.116400, 2.217951
4.800000, 1.486617, 0.078400, 2.216520
4.900000, 1.486132, 0.039600, 2.215058
5.000000, 1.485637, 0.000000, 2.213565
0.000000, 1.498092, 1.000000, 2.251260
0.100000, 1.498087, 0.999600, 2.251245
0.200000, 1.498072, 0.998400, 2.251199
0.300000, 1.498047, 0.996400, 2.251124
0.400000, 1.498012, 0.993600, 2.251018
0.500000, 1.497968, 0.990000, 2.250883
0.600000, 1.497913, 0.985600, 2.250717
0.700000, 1.497849, 0.980400, 2.250521
0.800000, 1.497774, 0.974400, 2.250295
0.900000, 1.497690, 0.967600, 2.250039
1.000000, 1.497595, 0.960000, 2.249752
1.100000, 1.497491, 0.951600, 2.249436
1.200000, 1.497377, 0.942400, 2.249089
1.300000, 1.497253, 0.932400, 2.248712
1.400000, 1.497119, 0.921600, 2.248305
1.500000, 1.496975, 0.910000, 2.247868
1.600000, 1.496821, 0.897600, 2.247401
1.700000, 1.496657, 0.884400, 2.246903
1.800000, 1.496483, 0.870400, 2.246376
1.900000, 1.496300, 0.855600, 2.245818
2.000000, 1.496106, 0.840000, 2.245230
2.100000, 1.495902, 0.823600, 2.244612
2.200000, 1.495689, 0.806400, 2.243964
2.300000, 1.495465, 0.788400, 2.243285
2.400000, 1.495231, 0.769600, 2.242577
2.500000, 1.494988, 0.750000, 2.241838
2.600000, 1.494734, 0.729600, 2.241069
2.700000, 1.494471, 0.708400, 2.240270
2.800000, 1.494197, 0.686400, 2.239441
2.900000, 1.493914, 0.663600, 2.238582
3.000000, 1.493620, 0.640000, 2.237693
3.100000, 1.493317, 0.615600, 2.236773
3.200000, 1.493003, 0.590400, 2.235824
3.300000, 1.492680, 0.564400, 2.234844
3.400000, 1.492346, 0.537600, 2.233834
3.500000, 1.492002, 0.510000, 2.232794
3.600000, 1.491649, 0.481600, 2.231723
3.700000, 1.491285, 0.452400, 2.230623
3.800000, 1.490911, 0.422400, 2.229493
3.900000, 1.490527, 0.391600, 2.228332
4.000000, 1.490133, 0.360000, 2.227141
4.100000, 1.489729, 0.327600, 2.225920
4.200000, 1.489315, 0.294400, 2.224669
4.300000, 1.488891, 0.260400, 2.223388
4.400000, 1.488456, 0.225600, 2.222076
4.500000, 1.488012, 0.190000, 2.220735
4.600000, 1.487557, 0.153600, 2.219363
4.700000, 1.487093, 0.116400, 2.217961
4.800000, 1.486618, 0.078400, 2.216529
4.900000, 1.486133, 0.039600, 2.215067
5.000000, 1.485638, 0.000000, 2.213575
0.000000, 1.498093, 1.000000, 2.251271
0.100000, 1.498088, 0.999600, 2.251256
0.200000, 1.498073, 0.998400, 2.251211
0.300000, 1.498048, 0.996400, 2.251135
0.400000, 1.498013, 0.993600, 2.251030
0.500000, 1.497968, 0.990000, 2.250894
0.600000, 1.497914, 0.985600, 2.250728
0.700000, 1.497849, 0.980400, 2.250532
0.800000, 1.497775, 0.974400, 2.250306
0.900000, 1.497691, 0.967600, 2.250050
1.000000, 1.497596, 0.960000, 2.249764
1.100000, 1.497492, 0.951600, 2.249447
1.200000, 1.497378, 0.942400, 2.249100
1.300000, 1.497254, 0.932400, 2.248723
1.400000, 1.497120, 0.921600, 2.248316
1.500000, 1.496976, 0.910000, 2.247879
1.600000, 1.496822, 0.897600, 2.247412
1.700000, 1.496658, 0.884400, 2.246914
1.800000, 1.496484, 0.870400, 2.246387
1.900000, 1.496301, 0.855600, 2.245829
2.000000, 1.496107, 0.840000, 2.245241
2.100000, 1.495903, 0.823600, 2.244623
2.200000, 1.495690, 0.806400, 2.243975
2.300000, 1.495466, 0.788400, 2.243296
2.400000, 1.495232, 0.769600, 2.242588
2.500000, 1.494989, 0.750000, 2.241849
2.600000, 1.494735, 0.729600, 2.241080
2.700000, 1.494472, 0.708400, 2.240281
2.800000, 1.494198, 0.686400, 2.239452
2.900000, 1.493915, 0.663600, 2.238593
3.000000, 1.493621, 0.640000, 2.237704
3.100000, 1.493318, 0.615600, 2.236784
3.200000, 1.493004, 0.590400, 2.235834
3.300000, 1.492680, 0.564400, 2.234854
3.400000, 1.492347, 0.537600, 2.233844
3.500000, 1.492003, 0.510000, 2.232804
3.600000, 1.491649, 0.481600, 2.231734
3.700000, 1.491286, 0.452400, 2.230633
3.800000, 1.490912, 0.422400, 2.229503
3.900000, 1.490528, 0.391600, 2.228342
4.000000, 1.490134, 0.360000, 2.227151
4.100000, 1.489730, 0.327600, 2.225930
4.200000, 1.489316, 0.294400, 2.224679
4.300000, 1.488892, 0.260400, 2.223398
4.400000, 1.488457, 0.225600, 2.222086
4.500000, 1.488013, 0.190000, 2.220745
4.600000, 1.487558, 0.153600, 2.219373
4.700000, 1.487094, 0.116400, 2.217971
4.800000, 1.486619, 0.078400, 2.216539
4.900000, 1.486134, 0.039600, 2.215077
5.000000, 1.485639, 0.000000, 2.213584
0.000000, 1.498093, 1.000000, 2.251283
0.100000, 1.498088, 0.999600, 2.251267
0.200000, 1.498074, 0.998400, 2.251222
0.300000, 1.498049, 0.996400, 2.251147
0.400000, 1.498014, 0.993600, 2.251041
0.500000, 1.497969, 0.990000, 2.250906
0.600000, 1.497915, 0.985600, 2.250740
0.700000, 1.497850, 0.980400, 2.250544
0.800000, 1.497776, 0.974400, 2.250318
0.900000, 1.497691, 0.967600, 2.250061
1.000000, 1.497597, 0.960000, 2.249775
1.100000, 1.497493, 0.951600, 2.249458
1.200000, 1.497379, 0.942400, 2.249112
1.300000, 1.497255, 0.932400, 2.248735
1.400000, 1.497121, 0.921600, 2.248328
1.500000, 1.496977, 0.910000, 2.247890
1.600000, 1.496823, 0.897600, 2.247423
1.700000, 1.496659, 0.884400, 2.246926
1.800000, 1.496485, 0.870400, 2.246398
1.900000, 1.496301, 0.855600, 2.245840
2.000000, 1.496108, 0.840000, 2.245252
2.100000, 1.495904, 0.823600, 2.244634
2.200000, 1.495690, 0.806400, 2.243986
2.300000, 1.495467, 0.788400, 2.243307
2.400000, 1.495233, 0.769600, 2.242599
2.500000, 1.494990, 0.750000, 2.241860
2.600000, 1.494736, 0.729600, 2.241091
2.700000, 1.494472, 0.708400, 2.240292
2.800000, 1.494199, 0.686400, 2.239463
2.900000, 1.493915, 0.663600, 2.238604
3.000000, 1.493622, 0.640000, 2.237714
3.100000, 1.493318, 0.615600, 2.236795
3.200000, 1.493005, 0.590400, 2.235845
3.300000, 1.492681, 0.564400, 2.234865
3.400000, 1.492348, 0.537600, 2.233855
3.500000, 1.492004, 0.510000, 2.232815
3.600000, 1.491650, 0.481600, 2.231744
3.700000, 1.491286, 0.452400, 2.230644
3.800000, 1.490913, 0.422400, 2.229513
3.900000, 1.490529, 0.391600, 2.228352
4.000000, 1.490135, 0.360000, 2.227161
4.100000, 1.489731, 0.327600, 2.225940
4.200000, 1.489317, 0.294400, 2.224689
4.300000, 1.488892, 0.260400, 2.223408
4.400000, 1.488458, 0.225600, 2.222096
4.500000, 1.488014, 0.190000, 2.220754
4.600000, 1.487559, 0.153600, 2.219383
4.700000, 1.487094, 0.116400, 2.217981
4.800000, 1.486620, 0.078400, 2.216549
4.900000, 1.486135, 0.039600, 2.215086
5.000000, 1.485639, 0.000000, 2.213594
0.000000, 1.498094, 1.000000, 2.251294
0.100000, 1.498089, 0.999600, 2.251279
0.200000, 1.498074, 0.998400, 2.251234
0.300000, 1.498050, 0.996400, 2.251158
0.400000, 1.498015, 0.993600, 2.251053
0.500000, 1.497970, 0.990000, 2.250917
0.600000, 1.497916, 0.985600, 2.250751
0.700000, 1.497851, 0.980400, 2.250555
0.800000, 1.497777, 0.974400, 2.250329
0.900000, 1.497692, 0.967600, 2.250073
1.000000, 1.497598, 0.960000, 2.249786
1.100000, 1.497494, 0.951600, 2.249470
1.200000, 1.497380, 0.942400, 2.249123
1.300000, 1.497256, 0.932400, 2.248746
1.400000, 1.497122, 0.921600, 2.248339
1.500000, 1.496978, 0.910000, 2.247902
1.600000, 1.496824, 0.897600, 2.247434
1.700000, 1.496660, 0.884400, 2.246937
1.800000, 1.496486, 0.870400, 2.246409
1.900000, 1.496302, 0.855600, 2.245851
2.000000, 1.496109, 0.840000, 2.245263
2.100000, 1.495905, 0.823600, 2.244645
2.200000, 1.495691, 0.806400, 2.243997
2.300000, 1.495468, 0.788400, 2.243318
2.400000, 1.495234, 0.769600, 2.242610
2.500000, 1.494990, 0.750000, 2.241871
2.600000, 1.494737, 0.729600, 2.241102
2.700000, 1.494473, 0.708400, 2.240303
2.800000, 1.494200, 0.686400, 2.239474
2.900000, 1.493916, 0.663600, 2.238615
3.000000, 1.493623, 0.640000, 2.237725
3.100000, 1.493319, 0.615600, 2.236805
3.200000, 1.493006, 0.590400, 2.235856
3.300000, 1.492682, 0.564400, 2.234876
3.400000, 1.492348, 0.537600, 2.233865
3.500000, 1.492005, 0.510000, 2.232825
3.600000, 1.491651, 0.481600, 2.231755
3.700000, 1.491287, 0.452400, 2.230654
3.800000, 1.490913, 0.422400, 2.229524
3.900000, 1.490530, 0.391600, 2.228363
4.000000, 1.490136, 0.360000, 2.227172
4.100000, 1.489732, 0.327600, 2.225950
4.200000, 1.489317, 0.294400, 2.224699
4.300000, 1.488893, 0.260400, 2.223418
4.400000, 1.488459, 0.225600, 2.222106
4.500000, 1.488014, 0.190000, 2.220764
4.600000, 1.487560, 0.153600, 2.219392
4.700000, 1.487095, 0.116400, 2.217990
4.800000, 1.486620, 0.078400, 2.216558
4.900000, 1.486135, 0.039600, 2.215096
5.000000, 1.485640, 0.000000, 2.213603
0.000000, 1.498095, 1.000000, 2.251305
0.100000, 1.498090, 0.999600, 2.251290
0.200000, 1.498075, 0.998400, 2.251245
0.300000, 1.498050, 0.996400, 2.251170
0.400000, 1.498016, 0.993600, 2.251064
0.500000, 1.497971, 0.990000, 2.250929
0.600000, 1.497916, 0.985600, 2.250763
0.700000, 1.497852, 0.980400, 2.250567
0.800000, 1.497778, 0.974400, 2.250341
0.900000, 1.497693, 0.967600, 2.250084
1.000000, 1.497599, 0.960000, 2.249798
1.100000, 1.497495, 0.951600, 2.249481
1.200000, 1.497381, 0.942400, 2.249134
1.300000, 1.497256, 0.932400, 2.248757
1.400000, 1.497122, 0.921600, 2.248350
1.500000, 1.496978, 0.910000, 2.247913
1.600000, 1.496825, 0.897600, 2.247446
1.700000, 1.496661, 0.884400, 2.246948
1.800000, 1.496487, 0.870400, 2.246420
1.900000, 1.496303, 0.855600, 2.245862
2.000000, 1.496109, 0.840000, 2.245274
2.100000, 1.495906, 0.823600, 2.244656
2.200000, 1.495692, 0.806400, 2.244008
2.300000, 1.495468, 0.788400, 2.243329
2.400000, 1.495235, 0.769600, 2.242621
2.500000, 1.494991, 0.750000, 2.241882
2.600000, 1.494738, 0.729600, 2.241113
2.700000, 1.494474, 0.708400, 2.240314
2.800000, 1.494201, 0.686400, 2.239485
2.900000, 1.493917, 0.663600, 2.238625
3.000000, 1.493624, 0.640000, 2.237736
3.100000, 1.493320, 0.615600, 2.236816
3.200000, 1.493006, 0.590400, 2.235866
3.300000, 1.492683, 0.564400, 2.234886
3.400000, 1.492349, 0.537600, 2.233876
3.500000, 1.492006, 0.510000, 2.232836
3.600000, 1.491652, 0.481600, 2.231765
3.700000, 1.491288, 0.452400, 2.230665
3.800000, 1.490914, 0.422400, 2.229534
3.900000, 1.490530, 0.391600, 2.228373
4.000000, 1.490136, 0.360000, 2.227182
4.100000, 1.489732, 0.327600, 2.225961
4.200000, 1.489318, 0.294400, 2.224709
4.300000, 1.488894, 0.260400, 2.223428
4.400000, 1.488460, 0.225600, 2.222116
4.500000, 1.488015, 0.190000, 2.220774
4.600000, 1.487561, 0.153600, 2.219402
4.700000, 1.487096, 0.116400, 2.218000
4.800000, 1.486621, 0.078400, 2.216568
4.900000, 1.486136, 0.039600, 2.215105
5.000000, 1.485641, 0.000000, 2.213613
0.000000, 1.498096, 1.000000, 2.251317
0.100000, 1.498091, 0.999600, 2.251302
0.200000, 1.498076, 0.998400, 2.251257
0.300000, 1.498051, 0.996400, 2.251181
0.400000, 1.498017, 0.993600, 2.251076
0.500000, 1.497972, 0.990000, 2.250940
0.600000, 1.497917, 0.985600, 2.250774
0.700000, 1.497853, 0.980400, 2.250578
0.800000, 1.497778, 0.974400, 2.250352
0.900000, 1.497694, 0.967600, 2.250096
1.000000, 1.497600, 0.960000, 2.249809
1.100000, 1.497496, 0.951600, 2.249492
1.200000, 1.497381, 0.942400, 2.249146
1.300000, 1.497257, 0.932400, 2.248769
1.400000, 1.497123, 0.921600, 2.248362
1.500000, 1.496979, 0.910000, 2.247924
1.600000, 1.496825, 0.897600, 2.247457
1.700000, 1.496662, 0.884400, 2.246959
1.800000, 1.496488, 0.870400, 2.246432
1.900000, 1.496304, 0.855600, 2.245874
2.000000, 1.496110, 0.840000, 2.245286
2.100000, 1.495907, 0.823600, 2.244667
2.200000, 1.495693, 0.806400, 2.244019
2.300000, 1.495469, 0.788400, 2.243340
2.400000, 1.495236, 0.769600, 2.242632
2.500000, 1.494992, 0.750000, 2.241893
2.600000, 1.494739, 0.729600, 2.241124
2.700000, 1.494475, 0.708400, 2.240325
2.800000, 1.494201, 0.686400, 2.239496
2.900000, 1.493918, 0.663600, 2.238636
3.000000, 1.493624, 0.640000, 2.237747
3.100000, 1.493321, 0.615600, 2.236827
3.200000, 1.493007, 0.590400, 2.235877
3.300000, 1.492684, 0.564400, 2.234897
3.400000, 1.492350, 0.537600, 2.233887
3.500000, 1.492006, 0.510000, 2.232846
3.600000, 1.491653, 0.481600, 2.231776
3.700000, 1.491289, 0.452400, 2.230675
3.800000, 1.490915, 0.422400, 2.229544
3.900000, 1.490531, 0.391600, 2.228383
4.000000, 1.490137, 0.360000, 2.227192
4.100000, 1.489733, 0.327600, 2.225971
4.200000, 1.489319, 0.294400, 2.224719
4.300000, 1.488895, 0.260400, 2.223438
4.400000, 1.488461, 0.225600, 2.222126
4.500000, 1.488016, 0.190000, 2.220784
4.600000, 1.487562, 0.153600, 2.219412
4.700000, 1.487097, 0.116400, 2.218010
4.800000, 1.486622, 0.078400, 2.216578
4.900000, 1.486137, 0.039600, 2.215115
5.000000, 1.485642, 0.000000, 2.213622
0.000000, 1.498097, 1.000000, 2.251328
0.100000, 1.498092, 0.999600, 2.251313
0.200000, 1.498077, 0.998400, 2.251268
0.300000, 1.498052, 0.996400, 2.251193
0.400000, 1.498017, 0.993600, 2.251087
0.500000, 1.497973, 0.990000, 2.250951
0.600000, 1.497918, 0.985600, 2.250786
0.700000, 1.497854, 0.980400, 2.250590
0.800000, 1.497779, 0.974400, 2.250363
0.900000, 1.497695, 0.967600, 2.250107
1.000000, 1.497601, 0.960000, 2.249820
1.100000, 1.497496, 0.951600, 2.249504
1.200000, 1.497382, 0.942400, 2.249157
1.300000, 1.497258, 0.932400, 2.248780
1.400000, 1.497124, 0.921600, 2.248373
1.500000, 1.496980, 0.910000, 2.247936
1.600000, 1.496826, 0.897600, 2.247468
1.700000, 1.496662, 0.884400, 2.246971
1.800000, 1.496489, 0.870400, 2.246443
1.900000, 1.496305, 0.855600, 2.245885
2.000000, 1.496111, 0.840000, 2.245297
2.100000, 1.495907, 0.823600, 2.244678
2.200000, 1.495694, 0.806400, 2.244030
2.300000, 1.495470, 0.788400, 2.243352
2.400000, 1.495237, 0.769600, 2.242643
2.500000, 1.494993, 0.750000, 2.241904
2.600000, 1.494739, 0.729600, 2.241135
2.700000, 1.494476, 0.708400, 2.240336
2.800000, 1.494202, 0.686400, 2.239506
2.900000, 1.493919, 0.663600, 2.238647
3.000000, 1.493625, 0.640000, 2.237757
3.100000, 1.493322, 0.615600, 2.236837
3.200000, 1.493008, 0.590400, 2.235888
3.300000, 1.492684, 0.564400, 2.234907
3.400000, 1.492351, 0.537600, 2.233897
3.500000, 1.492007, 0.510000, 2.232857
3.600000, 1.491653, 0.481600, 2.231786
3.700000, 1.491290, 0.452400, 2.230685
3.800000, 1.490916, 0.422400, 2.229555
3.900000, 1.490532, 0.391600, 2.228393
4.000000, 1.490138, 0.360000, 2.227202
4.100000, 1.489734, 0.327600, 2.225981
4.200000, 1.489320, 0.294400, 2.224729
4.300000, 1.488896, 0.260400, 2.223448
4.400000, 1.488461, 0.225600, 2.222136
4.500000, 1.488017, 0.190000, 2.220794
4.600000, 1.487562, 0.153600, 2.219422
4.700000, 1.487098, 0.116400, 2.218020
4.800000, 1.486623, 0.078400, 2.216587
4.900000, 1.486138, 0.039600, 2.215125
5.000000, 1.485643, 0.000000, 2.213632
0.000000, 1.498098, 1.000000, 2.251340
0.100000, 1.498093, 0.999600, 2.251325
0.200000, 1.498078, 0.998400, 2.251280
0.300000, 1.498053, 0.996400, 2.251204
0.400000, 1.498018, 0.993600, 2.251099
0.500000, 1.497974, 0.990000, 2.250963
0.600000, 1.497919, 0.985600, 2.250797
0.700000, 1.497855, 0.980400, 2.250601
0.800000, 1.497780, 0.974400, 2.250375
0.900000, 1.497696, 0.967600, 2.250118
1.000000, 1.497601, 0.960000, 2.249832
1.100000, 1.497497, 0.951600, 2.249515
1.200000, 1.497383, 0.942400, 2.249168
1.300000, 1.497259, 0.932400, 2.248791
1.400000, 1.497125, 0.921600, 2.248384
1.500000, 1.496981, 0.910000, 2.247947
1.600000, 1.496827, 0.897600, 2.247479
1.700000, 1.496663, 0.884400, 2.246982
1.800000, 1.496489, 0.870400, 2.246454
1.900000, 1.496306, 0.855600, 2.245896
2.000000, 1.496112, 0.840000, 2.245308
2.100000, 1.495908, 0.823600, 2.244690
2.200000, 1.495695, 0.806400, 2.244041
2.300000, 1.495471, 0.788400, 2.243363
2.400000, 1.495237, 0.769600, 2.242654
2.500000, 1.494994, 0.750000, 2.241915
2.600000, 1.494740, 0.729600, 2.241146
2.700000, 1.494477, 0.708400, 2.240347
2.800000, 1.494203, 0.686400, 2.239517
2.900000, 1.493920, 0.663600, 2.238658
3.000000, 1.493626, 0.640000, 2.237768
3.100000, 1.493323, 0.615600, 2.236848
3.200000, 1.493009, 0.590400, 2.235898
3.300000, 1.492685, 0.564400, 2.234918
3.400000, 1.492352, 0.537600, 2.233908
3.500000, 1.492008, 0.510000, 2.232867
3.600000, 1.491654, 0.481600, 2.231797
3.700000, 1.491291, 0.452400, 2.230696
